,Unnamed: 0,customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
4937,4937,CUST_04983,7,0,7,Hendersonville,1,6,CODE_AVOID,3,Debit Card,2025-04-30 00:01:00.000000,2025-04-30 00:07:00.000000,76.81,2483.55,3,28454.66,26047.92,3721.13,25971.11,354.79,42.86,30,30,4,1,7,PLAN_A,2025-02-21,2024-07-06 05:11:44.221638,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-03-21,1
4938,4938,CUST_04984,3,0,3,Lake Emilyland,1,2,CODE_ACTUALLY,3,Credit Card,2024-06-17 00:01:00.000000,2024-06-17 00:07:00.000000,43.06,379.69,1,13674.9,13338.27,4446.09,13295.21,126.56,33.33,347,347,116,12,0,PLAN_A,2024-06-21,2024-12-23 23:26:34.169722,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-07-21,1
4939,4939,CUST_04985,2,1,1,North Dianaburgh,1,2,CODE_THOSE,1,PayPal,2024-09-14 00:04:00.000000,2025-03-13 11:39:04.655838,13.8,288.06,1,3849.8,3575.54,1787.77,3561.74,144.03,50.0,78,258,129,9,0,PLAN_A,2024-12-20,2024-03-09 13:02:46.010739,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-20,1
4940,4940,CUST_04986,3,0,3,Lake Michaelchester,1,3,CODE_ACTUALLY,2,PayPal,2024-09-04 02:37:41.626998,2025-04-21 03:02:15.938098,58.96,731.85,3,10079.84,9406.95,3135.65,9347.990000000002,243.95,100.0,39,268,89,9,0,PLAN_B,2024-07-29,2024-01-30 21:43:54.469066,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-29,0
4941,4941,CUST_04987,5,0,5,Kimberlyshire,1,4,CODE_SHOULDER,3,Credit Card,2024-10-28 00:02:00.000000,2024-11-06 14:01:52.508299,58.96,1916.48,4,23691.51,21833.99,4366.8,21775.03,383.3,80.0,205,214,43,7,1,PLAN_B,2025-04-11,2025-02-20 12:30:24.226455,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-11,0
4942,4942,CUST_04988,4,2,2,Port Jenniferport,1,3,CODE_CASE,3,Credit Card,2024-04-06 00:05:00.000000,2024-11-24 16:37:27.903201,66.56,946.33,3,12271.36,11391.59,2847.9,11325.03,236.58,75.0,187,419,105,14,0,PLAN_A,2024-03-16,2025-05-15 04:38:29.226998,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-16,1
4943,4943,CUST_04989,3,0,3,East Jeffrey,1,3,CODE_COLD,2,PayPal,2025-01-01 00:35:15.704467,2025-03-26 14:41:17.812686,48.41,213.72000000000003,2,6058.22,5892.91,1964.3,5844.5,71.24,66.67,65,149,50,5,1,PLAN_A,2025-03-04,2024-05-19 08:49:56.984857,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-04,1
4944,4944,CUST_04990,6,2,4,Belindaport,1,5,CODE_BALL,3,Debit Card,2024-07-16 00:04:00.000000,2025-04-21 16:13:17.800510,107.33,2353.36,5,21346.88,19100.85,3183.48,18993.52,392.23,83.33,39,318,53,11,1,PLAN_B,2024-10-26,2024-12-18 04:07:03.840892,PayPal,Premium Subscription,Annual,119.99,Active,2025-10-26,0
4945,4945,CUST_04991,5,0,5,East Jeffrey,1,5,CODE_ACTUALLY,3,Credit Card,2025-04-23 00:01:00.000000,2025-04-23 00:04:00.000000,79.57,1819.91,4,11205.66,9465.32,1893.06,9385.75,363.98,80.0,37,37,7,1,5,PLAN_B,2025-05-05,2024-11-13 15:03:54.179840,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-05,0
4946,4946,CUST_04992,3,3,0,Mariostad,1,2,CODE_BALL,3,Credit Card,2025-02-23 00:01:00.000000,2025-02-23 00:08:00.000000,50.48,1190.85,3,7970.63,6830.26,2276.75,6779.780000000001,396.95,100.0,96,96,32,3,1,PLAN_B,2025-03-26,2025-02-17 17:29:46.323092,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-26,0
4947,4947,CUST_04993,10,3,7,South Katelynmouth,1,9,CODE_ENVIRONMENT,3,Credit Card,2024-05-14 00:02:00.000000,2025-05-22 17:07:55.678903,145.73,1120.19,4,27201.0,26226.54,2622.65,26080.81,112.02,40.0,8,381,38,13,1,PLAN_B,2025-05-23,2024-04-25 00:53:35.962072,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-23,0
4948,4948,CUST_04994,6,1,5,Belindaport,1,6,CODE_COLD,3,PayPal,2024-01-22 00:07:00.000000,2024-12-20 10:41:55.995658,85.93,165.76999999999998,2,10762.07,10682.23,1780.37,10596.3,27.63,33.33,161,494,82,16,0,PLAN_A,2025-04-22,2025-04-10 12:35:05.433153,PayPal,Standard Subscription,Monthly,12.99,Active,2025-05-22,1
4949,4949,CUST_04995,6,0,6,Hendersonville,1,6,CODE_OUTSIDE,3,Credit Card,2024-12-20 00:01:00.000000,2024-12-20 00:08:00.000000,81.8,314.9,3,11866.37,11633.27,1938.88,11551.47,52.48,50.0,161,161,27,5,1,PLAN_A,2024-02-18,2025-05-17 06:57:36.879395,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-18,1
4950,4950,CUST_04996,6,6,0,East Matthewton,1,6,CODE_COLD,3,Credit Card,2025-05-04 00:01:00.000000,2025-05-04 00:08:00.000000,90.24,1890.63,4,16800.12,14999.73,2499.96,14909.49,315.1,66.67,26,26,4,1,6,PLAN_B,2025-02-11,2024-03-18 03:25:21.301974,Credit Card,Premium Subscription,Annual,119.99,Active,2026-02-11,0
4951,4951,CUST_04997,5,0,5,Belindaport,1,3,CODE_HIM,2,Credit Card,2025-03-11 00:01:00.000000,2025-03-27 15:01:43.443390,63.33,1383.31,3,13743.88,12423.9,2484.78,12360.570000000002,276.66,60.0,64,80,16,3,2,PLAN_B,2024-11-21,2025-02-19 00:29:45.340964,Credit Card,Premium Subscription,Annual,119.99,Active,2025-11-21,0
4952,4952,CUST_04998,2,0,2,East Carolynborough,1,2,CODE_BALL,1,Debit Card,2024-07-29 13:30:22.418795,2025-05-21 02:22:18.103247,47.18,763.9200000000001,2,4764.49,4047.75,2023.88,4000.57,381.96,100.0,9,305,152,10,0,PLAN_A,2024-05-26,2025-04-20 18:24:21.986411,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-26,1
4953,4953,CUST_04999,4,3,1,East Carolynborough,1,4,CODE_COLD,3,Debit Card,2025-04-27 00:04:00.000000,2025-05-20 14:33:55.746289,60.8,806.51,3,15356.66,14610.95,3652.74,14550.15,201.63,75.0,10,33,8,1,4,PLAN_A,2025-05-10,2024-11-11 16:54:33.613927,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-10,0
4954,4954,CUST_05000,4,2,2,Robertmouth,1,3,CODE_AVOID,2,Debit Card,2024-09-24 00:01:00.000000,2025-05-18 01:10:44.241782,56.15,966.36,3,8909.83,7999.62,1999.9,7943.47,241.59,75.0,12,248,62,8,0,PLAN_B,2024-04-17,2024-10-12 05:12:50.040429,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-17,1
4955,4955,CUST_05001,3,0,3,Hallville,1,3,CODE_DECADE,2,Debit Card,2024-09-02 06:18:16.525376,2025-05-22 06:00:17.305671,45.28,37.74,2,9157.45,9164.99,3055.0,9119.71,12.58,66.67,8,270,90,9,0,PLAN_A,2024-08-20,2024-08-22 06:36:45.631508,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-20,1
4956,4956,CUST_05002,6,5,1,South Katelynmouth,1,5,CODE_DECADE,3,Debit Card,2025-01-19 00:02:00.000000,2025-05-29 13:26:51.465312,104.56,391.84,3,11041.24,10753.96,1792.33,10649.4,65.31,50.0,1,131,22,4,2,PLAN_B,2024-05-02,2024-09-30 13:34:10.453727,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-02,1
4957,4957,CUST_05003,2,0,2,North Williamville,1,2,CODE_BALL,1,Debit Card,2024-05-20 00:07:00.000000,2024-12-27 17:30:46.210575,33.77,120.99,1,1697.8200000000002,1610.6,805.3,1576.83,60.5,50.0,154,375,188,12,0,PLAN_A,2024-08-09,2024-07-17 21:49:30.634814,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-09,1
4958,4958,CUST_05004,7,1,6,Davieston,1,6,CODE_ENVIRONMENT,3,Credit Card,2024-10-25 00:05:00.000000,2025-05-03 05:14:48.151621,115.86,304.91,4,4937.08,4748.030000000001,678.29,4632.170000000001,43.56,57.14,27,217,31,7,1,PLAN_B,2024-02-08,2024-07-07 00:47:10.091760,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-08,1
4959,4959,CUST_05005,6,1,5,Erinchester,1,6,CODE_DECADE,3,Debit Card,2024-04-26 00:04:00.000000,2025-04-11 09:11:38.017108,98.36,1225.99,4,10685.03,9557.4,1592.9,9459.04,204.33,66.67,49,399,66,13,0,PLAN_A,2024-11-23,2024-05-23 14:24:14.458954,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-23,1
4960,4960,CUST_05006,5,5,0,West Rachel,1,3,CODE_SAVE,3,Credit Card,2024-10-26 00:08:00.000000,2025-05-11 07:54:27.555462,84.79,305.54,4,5050.57,4829.82,965.96,4745.03,61.11,80.0,19,216,43,7,1,PLAN_B,2024-05-13,2024-03-24 18:09:56.874586,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-13,1
4961,4961,CUST_05007,8,0,8,Port Joseport,1,6,CODE_DIFFERENT,3,Credit Card,2025-04-10 00:02:00.000000,2025-04-10 00:09:00.000000,132.98,1433.35,4,23506.73,22206.36,2775.8,22073.38,179.17,50.0,50,50,6,2,4,PLAN_B,2024-04-05,2024-08-05 17:44:35.350096,Credit Card,Premium Subscription,Annual,119.99,Active,2025-04-05,1
4962,4962,CUST_05008,9,1,8,South Kathleentown,1,8,CODE_AVOID,3,Credit Card,2024-11-15 00:02:00.000000,2024-12-01 01:46:50.675702,113.46,2145.67,8,23211.09,21178.88,2353.21,21065.42,238.41,88.89,180,196,22,7,1,PLAN_B,2025-02-19,2024-09-19 07:27:49.440123,PayPal,Premium Subscription,Annual,119.99,Active,2026-02-19,0
4963,4963,CUST_05009,3,0,3,East Carolynborough,1,3,CODE_HIM,2,Credit Card,2025-05-05 00:01:00.000000,2025-05-05 00:07:00.000000,43.040000000000006,601.05,1,9015.17,8457.16,2819.05,8414.119999999999,200.35,33.33,25,25,8,1,3,PLAN_A,2024-01-04,2024-11-21 15:48:25.604498,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-04,1
4964,4964,CUST_05010,4,0,4,Port Joseport,1,4,CODE_ACTUALLY,2,Credit Card,2024-12-12 00:04:00.000000,2025-04-09 12:43:47.017083,58.93,549.5,2,16003.739999999998,15513.17,3878.29,15454.24,137.38,50.0,51,169,42,6,1,PLAN_A,2024-05-27,2025-04-07 08:08:41.280108,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-27,1
4965,4965,CUST_05011,6,4,2,Lake Derrickmouth,1,4,CODE_ENVIRONMENT,2,Debit Card,2024-04-28 00:03:00.000000,2025-03-22 03:54:08.438952,76.29,1108.4,4,16996.97,15964.86,2660.81,15888.57,184.73,66.67,69,397,66,13,0,PLAN_B,2024-09-24,2024-02-27 22:39:08.100606,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-24,0
4966,4966,CUST_05012,3,0,3,Brucehaven,1,3,CODE_HIM,2,Debit Card,2024-09-30 06:30:43.443223,2025-02-04 12:59:23.652463,43.53,1049.04,2,11305.3,10299.79,3433.26,10256.26,349.68,66.67,115,242,81,8,0,PLAN_A,2024-01-30,2024-05-15 04:56:24.777630,PayPal,Standard Subscription,Monthly,12.99,Active,2024-02-29,1
4967,4967,CUST_05013,6,2,4,East Jeffrey,1,6,CODE_BALL,3,Debit Card,2024-04-14 00:08:00.000000,2024-11-06 09:43:46.900453,97.78,1725.01,5,22483.24,20856.01,3476.0,20758.230000000003,287.5,83.33,205,411,68,14,0,PLAN_B,2024-06-15,2025-01-14 06:51:42.103771,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-15,0
4968,4968,CUST_05014,4,1,3,North Helenville,1,2,CODE_COLD,2,Credit Card,2025-01-06 00:01:00.000000,2025-03-10 20:47:45.678731,49.15,954.59,4,11073.46,10168.02,2542.0,10118.87,238.65,100.0,81,144,36,5,1,PLAN_A,2024-09-17,2024-04-15 04:41:37.026347,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-17,1
4969,4969,CUST_05015,4,1,3,Melissaland,1,4,CODE_COLD,2,Credit Card,2024-05-29 00:06:00.000000,2025-02-10 21:31:39.670662,45.36,228.64,3,3313.88,3130.6,782.65,3085.24,57.16,75.0,109,366,92,12,0,PLAN_B,2024-09-10,2024-12-06 15:32:25.170392,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-10,0
4970,4970,CUST_05016,4,1,3,Brucehaven,1,4,CODE_AVOID,3,Debit Card,2024-09-15 00:07:00.000000,2025-05-30 18:50:21.195843,42.72,749.34,3,10350.65,9644.03,2411.01,9601.31,187.34,75.0,0,257,64,9,0,PLAN_B,2024-02-11,2024-11-15 11:41:35.074331,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-11,1
4971,4971,CUST_05017,10,8,2,New Danielleside,1,8,CODE_RESEARCH,3,Credit Card,2024-12-01 00:01:00.000000,2025-05-13 15:59:38.020779,158.67000000000002,2642.89,9,20021.02,17536.8,1753.68,17378.13,264.29,90.0,17,180,18,6,2,PLAN_A,2024-07-21,2024-09-24 06:06:48.841454,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-21,1
4972,4972,CUST_05018,5,5,0,South Katelynmouth,1,4,CODE_ENVIRONMENT,2,Credit Card,2024-05-11 00:02:00.000000,2025-04-12 02:35:26.856879,75.66,1318.68,4,18948.41,17705.39,3541.08,17629.73,263.74,80.0,48,384,77,13,0,PLAN_B,2025-01-04,2024-04-29 11:25:58.734177,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-04,0
4973,4973,CUST_05019,3,0,3,Lake Alexanderchester,1,3,CODE_OUTSIDE,2,Debit Card,2024-06-12 05:05:14.219025,2025-02-13 09:03:30.377556,47.93,120.2,1,1672.75,1600.48,533.49,1552.55,40.07,33.33,106,352,117,12,0,PLAN_A,2024-05-21,2024-08-12 19:34:03.419324,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-21,1
4974,4974,CUST_05021,3,0,3,East Carolynborough,1,3,CODE_CASE,2,Debit Card,2025-01-30 00:03:00.000000,2025-01-30 00:09:00.000000,42.25,1208.28,3,11446.2,10280.17,3426.72,10237.92,402.76,100.0,120,120,40,4,1,PLAN_B,2024-08-17,2024-02-12 21:39:04.724993,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-17,0
4975,4975,CUST_05022,6,1,5,Brittanymouth,1,6,CODE_DECADE,3,Credit Card,2024-11-23 00:53:08.923194,2025-04-14 03:12:58.101081,115.46,584.4,3,9670.35,9201.41,1533.57,9085.95,97.4,50.0,46,188,31,6,1,PLAN_A,2024-02-05,2025-01-21 12:29:13.125609,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-05,1
4976,4976,CUST_05023,1,0,1,West Jennifer,0,1,CODE_DECADE,1,PayPal,2025-04-03 11:55:43.243620,2025-04-03 11:55:43.243620,23.39,133.47,1,1101.63,991.55,991.55,968.16,133.47,100.0,57,57,0,2,0,PLAN_B,2024-02-27,2024-11-24 05:45:10.792961,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-27,1
4977,4977,CUST_05024,4,1,3,Brittanymouth,1,2,CODE_MODEL,3,Debit Card,2024-12-03 00:07:00.000000,2024-12-07 04:40:22.405454,62.97,66.22999999999999,2,2990.71,2987.45,746.86,2924.48,16.56,50.0,174,178,44,6,1,PLAN_A,2024-05-26,2024-08-22 17:48:37.801040,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-26,1
4978,4978,CUST_05025,6,0,6,Liubury,1,6,CODE_ACTUALLY,3,Credit Card,2024-07-11 00:05:00.000000,2025-01-21 02:19:24.845122,94.88,900.86,5,10943.01,10137.03,1689.5,10042.15,150.14,83.33,129,323,54,11,1,PLAN_A,2024-07-16,2024-10-06 04:54:33.763490,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-16,1
4979,4979,CUST_05026,4,4,0,Brucehaven,1,4,CODE_DECADE,2,Credit Card,2025-05-18 00:06:00.000000,2025-05-18 00:08:00.000000,47.59,239.45,2,4028.13,3836.27,959.07,3788.68,59.86,50.0,12,12,3,0,4,PLAN_A,2024-10-23,2025-02-14 23:39:36.650145,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-23,1
4980,4980,CUST_05027,5,1,4,Liubury,1,5,CODE_BALL,3,PayPal,2024-07-03 00:04:00.000000,2025-05-04 00:19:00.240951,61.01,578.16,4,10061.14,9543.99,1908.8,9482.98,115.63,80.0,26,331,66,11,0,PLAN_B,2024-03-22,2024-10-20 04:45:08.131460,PayPal,Premium Subscription,Annual,119.99,Active,2025-03-22,1
4981,4981,CUST_05028,11,8,3,Lake Derrickmouth,1,9,CODE_COLD,3,PayPal,2024-08-25 00:01:00.000000,2025-05-29 14:35:01.769691,186.24,1400.19,5,23793.99,22580.04,2052.73,22393.8,127.29,45.45,1,278,25,9,1,PLAN_A,2024-04-03,2024-05-11 19:53:07.568013,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-03,1
4982,4982,CUST_05029,3,1,2,East Jeffrey,1,3,CODE_COLD,1,Credit Card,2024-09-02 00:07:00.000000,2025-04-27 07:49:26.445522,52.290000000000006,1020.46,3,6594.62,5626.45,1875.48,5574.16,340.15,100.0,33,270,90,9,0,PLAN_A,2025-05-25,2025-03-05 02:51:17.917324,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-25,0
4983,4983,CUST_05030,4,1,3,Johnsonstad,1,4,CODE_DECADE,3,Debit Card,2024-03-24 00:03:00.000000,2025-05-28 13:46:47.819441,89.07,1264.95,4,7296.95,6121.07,1530.27,6032.0,316.24,100.0,2,432,108,14,0,PLAN_A,2024-05-06,2024-07-19 04:34:39.095315,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-06,1
4984,4984,CUST_05031,2,1,1,Port Jenniferport,1,2,CODE_HIM,2,Credit Card,2024-08-31 13:55:22.754903,2025-03-18 14:13:12.277602,37.08,1318.62,1,11056.9,9775.36,4887.68,9738.28,659.31,50.0,73,272,136,9,0,PLAN_B,2024-07-09,2024-02-14 15:35:35.514457,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-09,0
4985,4985,CUST_05032,2,2,0,South Kathleentown,0,1,CODE_ENVIRONMENT,2,Credit Card,2025-03-02 20:17:48.223383,2025-03-02 20:21:59.178531,29.11,228.25,2,2478.99,2279.85,1139.92,2250.74,114.12,100.0,89,89,44,3,1,PLAN_B,2025-03-18,2024-10-27 16:58:34.780877,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-18,0
4986,4986,CUST_05033,10,3,7,West Clintonberg,1,9,CODE_ENVIRONMENT,3,PayPal,2024-02-06 15:24:31.720624,2025-02-12 14:38:53.098975,158.52,515.52,6,13064.22,12707.22,1270.72,12548.7,51.55,60.0,107,479,48,16,1,PLAN_B,2024-12-07,2025-03-19 20:07:12.428741,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-07,0
4987,4987,CUST_05034,5,0,5,Brucehaven,1,5,CODE_DIFFERENT,2,Credit Card,2025-04-16 00:01:00.000000,2025-05-06 10:34:33.725318,78.91,601.68,3,10939.18,10416.41,2083.28,10337.5,120.34,60.0,24,44,9,1,5,PLAN_A,2024-12-07,2024-07-06 04:32:28.199157,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-01-07,1
4988,4988,CUST_05035,3,0,3,North Michael,1,2,CODE_COLD,1,Debit Card,2025-03-10 00:04:00.000000,2025-03-10 00:06:00.000000,39.75,118.55,2,5353.08,5274.280000000001,1758.09,5234.530000000001,39.52,66.67,81,81,27,3,1,PLAN_B,2024-02-16,2025-04-18 03:13:50.296146,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-16,1
4989,4989,CUST_05036,5,0,5,Mariostad,1,5,CODE_AVOID,2,Credit Card,2024-05-17 00:02:00.000000,2024-10-25 15:30:42.916312,73.14,907.58,4,8436.55,7602.110000000001,1520.42,7528.97,181.52,80.0,217,378,76,13,0,PLAN_B,2024-09-15,2024-08-01 23:12:02.955844,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-15,0
4990,4990,CUST_05037,5,3,2,Liubury,1,4,CODE_FLOOR,2,PayPal,2024-11-30 00:05:00.000000,2025-04-24 05:07:54.501543,84.83,1338.89,3,12912.39,11658.330000000002,2331.67,11573.500000000002,267.78,60.0,36,181,36,6,1,PLAN_A,2024-09-03,2024-03-16 05:56:44.988095,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-03,1
4991,4991,CUST_05038,4,0,4,East Robertside,1,4,CODE_BALL,2,PayPal,2025-02-18 00:02:00.000000,2025-02-18 00:09:00.000000,72.32000000000001,1665.45,3,11442.07,9848.94,2462.24,9776.62,416.36,75.0,101,101,25,3,1,PLAN_B,2025-04-26,2024-11-19 13:37:39.678638,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-26,0
4992,4992,CUST_05039,4,0,4,Liubury,1,3,CODE_DECADE,2,PayPal,2024-10-30 00:04:00.000000,2025-04-25 21:03:29.671570,59.19,1595.09,2,15489.64,13953.740000000002,3488.44,13894.55,398.77,50.0,35,212,53,7,1,PLAN_A,2024-09-25,2024-01-10 20:53:12.943775,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-25,1
4993,4993,CUST_05040,5,4,1,Lake Derrickmouth,1,5,CODE_AVOID,3,Debit Card,2025-01-19 00:01:00.000000,2025-05-01 15:11:23.990844,58.09,963.04,5,7928.75,7023.8,1404.76,6965.71,192.61,100.0,29,131,26,4,1,PLAN_A,2025-05-18,2025-05-10 22:36:48.283641,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-18,0
4994,4994,CUST_05041,5,0,5,Shellyshire,1,4,CODE_ITS,3,Credit Card,2024-06-04 00:02:00.000000,2025-04-21 07:55:22.279241,81.22,857.53,1,12239.88,11463.57,2292.71,11382.35,171.51,20.0,39,360,72,12,0,PLAN_A,2025-05-28,2024-04-08 01:12:13.510044,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-28,0
4995,4995,CUST_05042,10,1,9,Kimberlyshire,1,8,CODE_ACTUALLY,3,Debit Card,2024-11-21 00:02:00.000000,2025-05-25 01:09:34.702582,159.95000000000002,1653.99,6,24345.460000000003,22851.42,2285.14,22691.47,165.4,60.0,5,190,19,6,2,PLAN_B,2024-06-13,2024-05-24 17:06:24.786927,Credit Card,Premium Subscription,Annual,119.99,Active,2025-06-13,0
4996,4996,CUST_05043,4,0,4,West Markborough,1,3,CODE_OUTSIDE,3,Credit Card,2024-08-12 00:01:00.000000,2024-11-15 17:51:47.647317,49.14,158.24,2,2668.94,2559.84,639.96,2510.7000000000003,39.56,50.0,196,291,73,10,0,PLAN_A,2024-03-12,2024-03-04 14:10:15.936301,PayPal,Standard Subscription,Monthly,12.99,Active,2024-04-12,1
4997,4997,CUST_05044,3,0,3,Mariostad,1,3,CODE_ITS,2,PayPal,2024-09-06 18:53:23.686382,2024-10-21 01:50:11.325796,30.4,51.4,1,4192.41,4171.41,1390.47,4141.01,17.13,33.33,221,266,89,9,0,PLAN_B,2024-08-05,2024-11-01 06:25:15.855486,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-05,0
4998,4998,CUST_05045,4,2,2,North Marychester,1,3,CODE_AVOID,3,Debit Card,2024-04-05 00:01:00.000000,2025-02-08 10:21:07.753520,71.84,1755.36,3,17605.28,15921.759999999998,3980.44,15849.919999999998,438.84,75.0,111,420,105,14,0,PLAN_B,2024-05-07,2024-11-07 23:11:30.036836,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-07,1
4999,4999,CUST_05046,5,0,5,Evansville,1,4,CODE_AVOID,3,Credit Card,2024-08-09 00:02:00.000000,2025-04-10 21:38:34.049863,54.48,2740.66,5,19853.13,17166.95,3433.39,17112.47,548.13,100.0,50,294,59,10,0,PLAN_B,2024-11-07,2024-10-01 14:12:35.151493,Credit Card,Premium Subscription,Annual,119.99,Active,2025-11-07,0
5000,5000,CUST_05047,2,0,2,Floresfort,1,2,CODE_ACTUALLY,2,Debit Card,2025-05-21 00:03:00.000000,2025-05-21 00:04:00.000000,15.19,246.73,2,1488.59,1257.0500000000002,628.53,1241.86,123.36,100.0,9,9,4,0,2,PLAN_B,2025-01-06,2024-09-08 10:52:10.802192,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-06,0
5001,5001,CUST_05048,1,0,1,Onealland,0,1,CODE_SHOULDER,1,Credit Card,2024-02-21 17:09:04.471705,2024-02-21 17:09:04.471705,6.03,303.65,1,1729.93,1432.31,1432.31,1426.28,303.65,100.0,464,464,0,15,0,PLAN_A,2024-02-15,2024-12-30 13:40:57.896220,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-15,1
5002,5002,CUST_05050,9,2,7,East Carolynborough,1,9,CODE_RISK,3,Debit Card,2024-10-08 00:05:00.000000,2025-04-24 20:04:22.200410,136.09,1317.27,8,12669.59,11488.41,1276.49,11352.32,146.36,88.89,36,234,26,8,1,PLAN_B,2024-09-27,2024-03-07 04:44:44.743487,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-27,0
5003,5003,CUST_05051,10,0,10,Rojasstad,1,6,CODE_ACTUALLY,3,PayPal,2025-05-14 00:01:00.000000,2025-05-14 00:09:00.000000,173.2,1738.98,8,19714.86,18149.08,1814.91,17975.879999999997,173.9,80.0,16,16,2,1,10,PLAN_A,2024-06-18,2024-12-24 01:45:00.944603,PayPal,Standard Subscription,Monthly,12.99,Active,2024-07-18,1
5004,5004,CUST_05052,6,0,6,Port Jenniferport,1,4,CODE_ACTUALLY,3,PayPal,2025-05-22 00:02:00.000000,2025-05-22 00:05:00.000000,89.15,1493.4,1,21611.29,20207.04,3367.84,20117.89,248.9,16.67,8,8,1,0,6,PLAN_A,2024-10-08,2025-04-04 18:42:01.279352,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-08,1
5005,5005,CUST_05053,2,1,1,Mariostad,1,2,CODE_YOUR,2,Credit Card,2024-08-28 00:01:00.000000,2025-02-08 02:31:43.922810,24.2,34.7,1,4456.0,4445.5,2222.75,4421.3,17.35,50.0,111,275,138,9,0,PLAN_B,2024-02-27,2025-01-13 19:13:12.894004,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-27,1
5006,5006,CUST_05054,5,1,4,Evansville,1,5,CODE_ENVIRONMENT,2,Debit Card,2024-08-13 00:05:00.000000,2024-10-26 22:10:24.146470,86.53999999999999,881.1600000000001,3,16166.07,15371.45,3074.29,15284.91,176.23,60.0,216,290,58,10,0,PLAN_B,2024-02-11,2025-05-16 05:12:15.904188,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-11,1
